               Time | Epoch | Learning rate | Train loss | Validation loss | MAE_energy_1_energy_0_delta | MAE_energy_0 | MAE_energy_1 | MAE_energy_0_grad | MAE_energy_1_grad | GPU Memory (MB)
               Time | Epoch | Learning rate | Train loss | Validation loss | MAE_energy_1_energy_0_delta | MAE_energy_0 | MAE_energy_1 | GPU Memory (MB)
2022-06-21 10:47:12 |   608 |     1.250e-05 |     0.1384 |          0.7366 |                      0.6190 |       1.1246 |       1.1208 |            1589
2022-06-21 10:49:11 |   609 |     1.250e-05 |     0.1395 |          0.7562 |                      0.6355 |       1.1419 |       1.1603 |            1589
2022-06-21 10:51:09 |   610 |     1.250e-05 |     0.1411 |          0.7356 |                      0.6176 |       1.1307 |       1.1395 |            1589
2022-06-21 10:53:08 |   611 |     1.250e-05 |     0.1398 |          0.7563 |                      0.6355 |       1.1469 |       1.1613 |            1589
2022-06-21 10:55:06 |   612 |     1.250e-05 |     0.1407 |          0.7457 |                      0.6278 |       1.1217 |       1.1337 |            1589
2022-06-21 10:57:05 |   613 |     1.250e-05 |     0.1395 |          0.7504 |                      0.6299 |       1.1441 |       1.1719 |            1589
2022-06-21 10:59:04 |   614 |     1.250e-05 |     0.1396 |          0.7532 |                      0.6338 |       1.1327 |       1.1366 |            1589
2022-06-21 11:01:03 |   615 |     1.250e-05 |     0.1410 |          0.7266 |                      0.6079 |       1.1358 |       1.1523 |            1589
2022-06-21 11:03:02 |   616 |     1.250e-05 |     0.1403 |          0.7685 |                      0.6509 |       1.1239 |       1.1297 |            1589
2022-06-21 11:05:00 |   617 |     1.250e-05 |     0.1397 |          0.7590 |                      0.6391 |       1.1470 |       1.1738 |            1589
2022-06-21 11:06:57 |   618 |     1.250e-05 |     0.1390 |          0.7352 |                      0.6184 |       1.1251 |       1.1332 |            1589
2022-06-21 11:08:56 |   619 |     6.250e-06 |     0.1461 |          0.7485 |                      0.6295 |       1.1355 |       1.1466 |            1589
2022-06-21 11:10:54 |   620 |     6.250e-06 |     0.1365 |          0.7364 |                      0.6185 |       1.1340 |       1.1410 |            1589
2022-06-21 11:12:52 |   621 |     6.250e-06 |     0.1322 |          0.7487 |                      0.6300 |       1.1388 |       1.1411 |            1589
2022-06-21 11:14:50 |   622 |     6.250e-06 |     0.1273 |          0.7456 |                      0.6263 |       1.1443 |       1.1427 |            1589
2022-06-21 11:16:49 |   623 |     6.250e-06 |     0.1254 |          0.7550 |                      0.6326 |       1.1625 |       1.1632 |            1589
2022-06-21 11:18:48 |   624 |     6.250e-06 |     0.1243 |          0.7405 |                      0.6233 |       1.1258 |       1.1296 |            1589
2022-06-21 11:20:47 |   625 |     6.250e-06 |     0.1225 |          0.7398 |                      0.6227 |       1.1239 |       1.1338 |            1589
2022-06-21 11:22:45 |   626 |     6.250e-06 |     0.1214 |          0.7500 |                      0.6305 |       1.1360 |       1.1440 |            1589
2022-06-21 11:24:46 |   627 |     6.250e-06 |     0.1200 |          0.7525 |                      0.6343 |       1.1302 |       1.1241 |            1589
2022-06-21 11:26:45 |   628 |     6.250e-06 |     0.1192 |          0.7529 |                      0.6342 |       1.1338 |       1.1156 |            1589
2022-06-21 11:28:43 |   629 |     6.250e-06 |     0.1188 |          0.7484 |                      0.6312 |       1.1214 |       1.1132 |            1589
2022-06-21 11:30:41 |   630 |     6.250e-06 |     0.1177 |          0.7543 |                      0.6361 |       1.1250 |       1.1213 |            1589
2022-06-21 11:32:41 |   631 |     6.250e-06 |     0.1162 |          0.7425 |                      0.6246 |       1.1274 |       1.1284 |            1589
2022-06-21 11:34:40 |   632 |     6.250e-06 |     0.1175 |          0.7559 |                      0.6379 |       1.1260 |       1.1209 |            1589
2022-06-21 11:36:38 |   633 |     6.250e-06 |     0.1189 |          0.7490 |                      0.6314 |       1.1212 |       1.1113 |            1589
2022-06-21 11:38:38 |   634 |     6.250e-06 |     0.1170 |          0.7542 |                      0.6370 |       1.1159 |       1.1114 |            1589
2022-06-21 11:40:38 |   635 |     6.250e-06 |     0.1155 |          0.7454 |                      0.6281 |       1.1241 |       1.1123 |            1589
2022-06-21 11:42:36 |   636 |     6.250e-06 |     0.1151 |          0.7397 |                      0.6237 |       1.1120 |       1.1049 |            1589
2022-06-21 11:44:36 |   637 |     6.250e-06 |     0.1142 |          0.7446 |                      0.6278 |       1.1169 |       1.1152 |            1589
2022-06-21 11:46:34 |   638 |     6.250e-06 |     0.1147 |          0.7498 |                      0.6315 |       1.1266 |       1.1166 |            1589
2022-06-21 11:48:33 |   639 |     6.250e-06 |     0.1146 |          0.7551 |                      0.6366 |       1.1267 |       1.1150 |            1589
2022-06-21 11:50:31 |   640 |     6.250e-06 |     0.1130 |          0.7429 |                      0.6265 |       1.1109 |       1.1121 |            1589
2022-06-21 11:52:29 |   641 |     6.250e-06 |     0.1128 |          0.7506 |                      0.6334 |       1.1186 |       1.1008 |            1589
2022-06-21 11:54:28 |   642 |     6.250e-06 |     0.1128 |          0.7454 |                      0.6275 |       1.1221 |       1.1305 |            1589
2022-06-21 11:56:26 |   643 |     6.250e-06 |     0.1119 |          0.7560 |                      0.6346 |       1.1603 |       1.1473 |            1589
2022-06-21 11:58:25 |   644 |     6.250e-06 |     0.1126 |          0.7442 |                      0.6272 |       1.1192 |       1.1056 |            1589
2022-06-21 12:00:19 |   645 |     6.250e-06 |     0.1105 |          0.7515 |                      0.6333 |       1.1238 |       1.1223 |            1589
2022-06-21 12:02:18 |   646 |     6.250e-06 |     0.1100 |          0.7458 |                      0.6289 |       1.1116 |       1.1108 |            1589
2022-06-21 12:04:17 |   647 |     6.250e-06 |     0.1107 |          0.7526 |                      0.6355 |       1.1181 |       1.1123 |            1589
2022-06-21 12:06:18 |   648 |     6.250e-06 |     0.1108 |          0.7464 |                      0.6293 |       1.1165 |       1.1087 |            1589
2022-06-21 12:08:16 |   649 |     6.250e-06 |     0.1101 |          0.7554 |                      0.6368 |       1.1281 |       1.1198 |            1589
2022-06-21 12:10:15 |   650 |     6.250e-06 |     0.1100 |          0.7399 |                      0.6226 |       1.1172 |       1.1200 |            1589
2022-06-21 12:12:14 |   651 |     6.250e-06 |     0.1098 |          0.7427 |                      0.6252 |       1.1172 |       1.1180 |            1589
2022-06-21 12:14:13 |   652 |     6.250e-06 |     0.1100 |          0.7392 |                      0.6225 |       1.1148 |       1.1081 |            1589
2022-06-21 12:16:12 |   653 |     6.250e-06 |     0.1094 |          0.7486 |                      0.6304 |       1.1312 |       1.1102 |            1589
2022-06-21 12:18:12 |   654 |     6.250e-06 |     0.1093 |          0.7445 |                      0.6269 |       1.1225 |       1.1164 |            1589
2022-06-21 12:20:11 |   655 |     6.250e-06 |     0.1092 |          0.7382 |                      0.6216 |       1.1155 |       1.1091 |            1589
2022-06-21 12:22:09 |   656 |     6.250e-06 |     0.1089 |          0.7515 |                      0.6332 |       1.1265 |       1.1180 |            1589
2022-06-21 12:24:08 |   657 |     6.250e-06 |     0.1086 |          0.7484 |                      0.6308 |       1.1203 |       1.1179 |            1589
2022-06-21 12:26:08 |   658 |     6.250e-06 |     0.1090 |          0.7470 |                      0.6299 |       1.1175 |       1.1131 |            1589
2022-06-21 12:28:06 |   659 |     6.250e-06 |     0.1083 |          0.7376 |                      0.6204 |       1.1223 |       1.1217 |            1589
2022-06-21 12:30:05 |   660 |     6.250e-06 |     0.1087 |          0.7436 |                      0.6262 |       1.1234 |       1.1066 |            1589
2022-06-21 12:32:04 |   661 |     6.250e-06 |     0.1082 |          0.7489 |                      0.6310 |       1.1196 |       1.1151 |            1589
2022-06-21 12:34:04 |   662 |     6.250e-06 |     0.1076 |          0.7428 |                      0.6255 |       1.1199 |       1.1121 |            1589
2022-06-21 12:36:02 |   663 |     6.250e-06 |     0.1084 |          0.7520 |                      0.6334 |       1.1357 |       1.1057 |            1589
2022-06-21 12:38:00 |   664 |     6.250e-06 |     0.1078 |          0.7520 |                      0.6339 |       1.1281 |       1.1056 |            1589
2022-06-21 12:39:59 |   665 |     6.250e-06 |     0.1068 |          0.7566 |                      0.6378 |       1.1271 |       1.1151 |            1589
2022-06-21 12:41:58 |   666 |     6.250e-06 |     0.1075 |          0.7443 |                      0.6268 |       1.1239 |       1.1181 |            1589
2022-06-21 12:43:57 |   667 |     6.250e-06 |     0.1067 |          0.7506 |                      0.6326 |       1.1271 |       1.1164 |            1589
2022-06-21 12:45:55 |   668 |     6.250e-06 |     0.1071 |          0.7519 |                      0.6332 |       1.1305 |       1.1161 |            1589
2022-06-21 12:47:54 |   669 |     6.250e-06 |     0.1068 |          0.7543 |                      0.6365 |       1.1141 |       1.1095 |            1589
